Year,Lake,Species,Michigan (MI),New York (NY),Ohio (OH),Pennsylvania (PA),U.S. Total,Canada (ONT),Grand Total,Comments
1973,Erie,White Bass,42,14,2364,4,2424,1497,3921,"1.OH: upper size limit removed as mercury contamination reduced; 2. ONT: Development of processing techniques which produce marketable products allowed the revival, under permit, of the fishery.  Later that year, the 10.5'' minimum size limit was removed."
1974,Erie,White Bass,13,9,2886,5,2913,2346,5259,OH: Record harvest due to preceding restrictions.
1975,Erie,White Bass,5,6,1678,3,1692,2563,4255,
1976,Erie,White Bass,14,7,1499,3,1523,1120,2643,
1977,Erie,White Bass,10,6,1105,1,1122,986,2108,
1978,Erie,White Bass,6,23,1687,16,1732,1649,3381,
1979,Erie,White Bass,11,10,1942,5,1968,1679,3647,
1980,Erie,White Bass,3,7,1524,14,1548,1973,3521,
1981,Erie,White Bass,14,20,1035,65,1134,1936,3070,
1982,Erie,White Bass,2,0,604,74,680,3458,4138,
1983,Erie,White Bass,12,19,810,23,864,4577,5441,
1984,Erie,White Bass,2,18,949,12,981,4388,5369,
1985,Erie,White Bass,5,35,1300,11,1351,4707,6058,
1986,Erie,White Bass,1,0,721,7,729,3235,3964,
1987,Erie,White Bass,4,0,465,5,474,2972,3446,
1988,Erie,White Bass,1,0,128,15,144,4331,4475,
1989,Erie,White Bass,1,0,549,9,559,4496,5055,
1990,Erie,White Bass,0,0,392,6,398,3648,4046,
1991,Erie,White Bass,0,0,445,1,446,1959,2405,
1992,Erie,White Bass,0,0,382,1,383,870,1253,
1993,Erie,White Bass,1,0,225,1,227,874,1101,
1994,Erie,White Bass,2,0,364,1,367,1214,1581,
1995,Erie,White Bass,2,0,89,4,95,693,788,
1996,Erie,White Bass,3,0,101,0.096,104.096,2269,2373.096,
1997,Erie,White Bass,7,0,351,0.386,358.386,2239,2597.386,ONT: Data is Processor weight (thousands of pounds)
1998,Erie,White Bass,1,0,235,0.113,236.113,2450,2686.113,
1999,Erie,White Bass,0,0,221,0.67,221.67,2421,2642.67,
2000,Erie,White Bass,2,0,317,0.338,319.338,3122,3441.338,Canadian data is processor weight
2001,Erie,White Bass,0.492,,227,0.043,227.535,3637,3864.535,Canadian data is processor weight
2002,Erie,White Bass,3.81,162,0,0.019,165.829,6158,6323.829,Canadian data is landed weight
2003,Erie,White Bass,0,,318,0.088,318.088,3168,3486.088,Canadian data is landed weight
2004,Erie,White Bass,1.973,,359,0.11,361.083,3366,3727.083,Canadian data is landed weight
2005,Erie,White Bass,1.338,348,0,0.154,349.492,2577,2926.492,Canadian data is landed weight
2006,Erie,White Bass,5.237,0,483,0.221,488.458,2157,2645.458,
2007,Erie,White Bass,77.249,0,335,0.771,413.02,3233,3646.02,
2008,Erie,White Bass,98.041,0,424,0.129,522.17,4303,4825.17,
2009,Erie,White Bass,96.456,0,671,0.493,767.949,3097,3864.949,
2010,Erie,White Bass,37.021,0,357,0.017,394.038,3607,4001.038,
2011,Erie,White Bass,47.058,0,386.397,,433.455,1823,2256.455,
2012,Erie,White Bass,96.931,0,489.364,0.005,586.3,3594,4180.3,
2013,Erie,White Bass,188.008,0,553.93,,741.938,5352.77,6094.708,
2014,Erie,White Bass,172.126,,942.46,,1114.586,4326.688,5441.274,
2015,Erie,White Bass,179.246,,801.601,,980.847,3978.492,4959.339,
2016,Erie,White Bass,166.613,,403.998,0.213,570.824,4260.047,4830.871,
2017,Erie,White Bass,63.27,,323.999,0.002,387.271,2632.358,3019.629,
2018,Erie,White Bass,50.444,,246.058,0.064,296.566,2081.662,2378.228,
2019,Erie,White Bass,40.393,,229.729,0.024,270.146,1641.676,1911.822,
2020,Erie,White Bass,24.462,,411.591,,436.053,1470.965,1907.018,
1978,Erie,White Perch,0,0,0,0,0,0,0,
1979,Erie,White Perch,0,0,0,0,0,0,0,
1980,Erie,White Perch,0,0,0,0,0,0,0,
1981,Erie,White Perch,0,0,3,1,4,0,4,
1982,Erie,White Perch,0,0,27,1,28,9,37,
1983,Erie,White Perch,0,4,113,3,120,86,206,
1984,Erie,White Perch,0,33,131,42,206,706,912,
1985,Erie,White Perch,0,47,211,42,300,455,755,
1986,Erie,White Perch,0,0,285,62,347,455,802,
1987,Erie,White Perch,0,0,271,151,422,1048,1470,
1988,Erie,White Perch,0,0,388,206,594,2398,2992,
1989,Erie,White Perch,0,1,513,85,599,3905,4504,
1990,Erie,White Perch,0,1,786,57,844,5977,6821,
1991,Erie,White Perch,0,1,974,43,1018,6939,7957,
1992,Erie,White Perch,0,0,848,17,865,5308,6173,
1993,Erie,White Perch,0,1,338,16,355,1995,2350,
1994,Erie,White Perch,0,0,372,47,419,3024,3443,
1995,Erie,White Perch,0,0,381,32,413,1354,1767,
1996,Erie,White Perch,0,0,188,0.235,188.235,999,1187.235,
1997,Erie,White Perch,0,0,257,1.628,258.628,521,779.628,ONT: Data is Processor weight (thousands of pounds)
1998,Erie,White Perch,0,0,119,0.701,119.701,455,574.701,
1999,Erie,White Perch,0,0,131,0.201,131.201,275,406.201,
2000,Erie,White Perch,,,182,0.379,182.379,303,485.379,Canadian data is processor weight
2001,Erie,White Perch,0,,156,0.427,156.427,644,800.427,Canadian data is processor weight
2002,Erie,White Perch,,270,1,0.489,271.489,1439,1710.489,Canadian data is landed weight
2003,Erie,White Perch,,,312,0.408,312.408,1274,1586.408,Canadian data is landed weight
2004,Erie,White Perch,,0,387,0.459,387.459,1751,2138.459,Canadian data is landed weight
2005,Erie,White Perch,,429,4,3.844,436.844,2347,2783.844,Canadian data is landed weight
2006,Erie,White Perch,0.796,0,656,4.565,661.361,2190,2851.361,
2007,Erie,White Perch,35.946,0,574,6.618,616.564,2599,3215.564,
2008,Erie,White Perch,56.867,0,545,4.586,606.453,2229,2835.453,
2009,Erie,White Perch,34.522,0,680,3.895,718.417,2290,3008.417,
2010,Erie,White Perch,19.524,0,551,2.435,572.959,2208,2780.959,
2011,Erie,White Perch,31.949,0,542.746,0.472,575.167,2250,2825.167,
2012,Erie,White Perch,26.081,0,798.759,0.668,825.508,2417,3242.508,
2013,Erie,White Perch,33.506,0,625.564,,659.07,1793.434,2452.504,
2014,Erie,White Perch,42.646,0,652.359,,695.005,1790,2485.005,
2015,Erie,White Perch,53.245,0,634.378,0.021,687.644,1995.825,2683.469,
2016,Erie,White Perch,35.708,,916.127,1.156,952.991,2422.589,3375.58,
2017,Erie,White Perch,14.672,,918.909,2.293,935.874,3826.515,4762.389,
2018,Erie,White Perch,4.747,,804.243,0.871,809.861,3653.697,4463.558,
2019,Erie,White Perch,26.064,,1020.241,2.78,1049.085,3035.759,4084.844,
2020,Erie,White Perch,38.074,,1178.225,1.091,1217.39,1660.35,2877.74,
1885,Erie,Yellow Perch,100,11,1266,225,1602,,1602,
1886,Erie,Yellow Perch,,,,,,,,
1887,Erie,Yellow Perch,,,,,,,,
1888,Erie,Yellow Perch,,,,,,,,
1889,Erie,Yellow Perch,97,70,3204,459,3830,,3830,
1890,Erie,Yellow Perch,159,49,2483,209,2900,,2900,
1891,Erie,Yellow Perch,,,,,,,,
1892,Erie,Yellow Perch,138,,,,,,,
1893,Erie,Yellow Perch,223,,,,2595,,2595,
1894,Erie,Yellow Perch,155,,,,,563,563,
1895,Erie,Yellow Perch,255,,,,,397,397,
1896,Erie,Yellow Perch,202,,,,,474,474,
1897,Erie,Yellow Perch,147,95,2604,407,3253,500,3753,
1898,Erie,Yellow Perch,165,,,,,379,379,
1899,Erie,Yellow Perch,92,258,2175,816,3341,391,3732,
1900,Erie,Yellow Perch,128,,,,,695,695,
1901,Erie,Yellow Perch,136,,,,,508,508,
1902,Erie,Yellow Perch,107,,,,,566,566,
1903,Erie,Yellow Perch,81,27,625,141,874,418,1292,
1904,Erie,Yellow Perch,70,,,,,598,598,
1905,Erie,Yellow Perch,106,,,,,553,553,
1906,Erie,Yellow Perch,99,,,,,334,334,
1907,Erie,Yellow Perch,118,,,,,473,473,
1908,Erie,Yellow Perch,147,83,1441,85,1756,630,2386,
1909,Erie,Yellow Perch,,,,,,581,581,
1910,Erie,Yellow Perch,,,,,,674,674,
1911,Erie,Yellow Perch,,,,,,847,847,
1912,Erie,Yellow Perch,85,,,,85,1110,1195,
1913,Erie,Yellow Perch,66,4,685,114,869,955,1824,OH: Records cover only part of season.
1914,Erie,Yellow Perch,57,13,1888,81,2039,1408,3447,
1915,Erie,Yellow Perch,108,22,1698,105,1933,1042,2975,
1916,Erie,Yellow Perch,136,17,1370,115,1638,769,2407,
1917,Erie,Yellow Perch,140,79,866,173,1258,995,2253,
1918,Erie,Yellow Perch,68,21,919,80,1088,2056,3144,
1919,Erie,Yellow Perch,37,114,2573,51,2775,1097,3872,
1920,Erie,Yellow Perch,42,10,1189,18,1259,1272,2531,
1921,Erie,Yellow Perch,41,28,2053,70,2192,1965,4157,
1922,Erie,Yellow Perch,68,47,1758,54,1927,2109,4036,
1923,Erie,Yellow Perch,36,67,1668,98,1869,2397,4266,
1924,Erie,Yellow Perch,34,31,1677,199,1941,2192,4133,
1925,Erie,Yellow Perch,48,,2202,,2250,2060,4310,
1926,Erie,Yellow Perch,63,68,2414,76,2621,1716,4337,
1927,Erie,Yellow Perch,32,40,2468,206,2746,2491,5237,
1928,Erie,Yellow Perch,20,130,3678,447,4275,4330,8605,
1929,Erie,Yellow Perch,35,52,5779,177,6043,5689,11732,
1930,Erie,Yellow Perch,34,34,4187,85,4340,3420,7760,
1931,Erie,Yellow Perch,72,55,8455,480,9062,4265,13327,
1932,Erie,Yellow Perch,97,75,9239,330,9741,5029,14770,
1933,Erie,Yellow Perch,87,45,3025,278,3435,2729,6164,
1934,Erie,Yellow Perch,48,119,13253,798,14218,5671,19889,
1935,Erie,Yellow Perch,54,146,8303,542,9045,5634,14679,
1936,Erie,Yellow Perch,17,18,1885,131,2051,1254,3305,
1937,Erie,Yellow Perch,16,34,1596,105,1751,1691,3442,
1938,Erie,Yellow Perch,25,50,4912,200,5187,2596,7783,
1939,Erie,Yellow Perch,13,21,1493,80,1607,1407,3014,
1940,Erie,Yellow Perch,14,25,2774,216,3029,1994,5023,
1941,Erie,Yellow Perch,25,38,3596,163,3822,2050,5872,
1942,Erie,Yellow Perch,36,44,1790,89,1959,965,2924,
1943,Erie,Yellow Perch,23,21,1178,31,1253,711,1964,
1944,Erie,Yellow Perch,20,20,2092,56,2188,1373,3561,
1945,Erie,Yellow Perch,29,5,1260,58,1352,1207,2559,
1946,Erie,Yellow Perch,46,9,2535,95,2685,2418,5103,
1947,Erie,Yellow Perch,49,63,1587,97,1796,2252,4048,
1948,Erie,Yellow Perch,17,30,2530,62,2639,1939,4578,
1949,Erie,Yellow Perch,32,11,2508,108,2659,2279,4938,
1950,Erie,Yellow Perch,52,6,2430,66,2554,2166,4720,
1951,Erie,Yellow Perch,42,21,2397,66,2526,2758,5284,
1952,Erie,Yellow Perch,41,39,1556,103,1739,2204,3943,
1953,Erie,Yellow Perch,65,21,3208,123,3417,3973,7390,
1954,Erie,Yellow Perch,88,411,3991,345,4835,7749,12584,
1955,Erie,Yellow Perch,57,111,1948,292,2408,4753,7161,
1956,Erie,Yellow Perch,72,147,6417,419,7055,11573,18628,
1957,Erie,Yellow Perch,109,78,7893,513,8593,11894,20487,
1958,Erie,Yellow Perch,228,121,6061,651,7061,15410,22471,
1959,Erie,Yellow Perch,174,124,8265,786,9349,19606,28955,
1960,Erie,Yellow Perch,118,196,5297,779,6390,11654,18044,
1961,Erie,Yellow Perch,104,412,2060,1119,3695,17284,20979,
1962,Erie,Yellow Perch,97,356,5047,2049,7549,20859,28408,
1963,Erie,Yellow Perch,90,146,4524,1062,5822,17963,23785,
1964,Erie,Yellow Perch,37,84,1086,313,1520,8351,9871,
1965,Erie,Yellow Perch,69,156,2458,474,3157,18603,21760,"OH: Minimum size limit changed from 8.5'' to 8'', Mar 1 1965."
1966,Erie,Yellow Perch,137,105,3262,559,4063,20698,24761,
1967,Erie,Yellow Perch,112,106,2685,462,3365,22087,25452,
1968,Erie,Yellow Perch,173,121,2969,471,3734,24435,28169,
1969,Erie,Yellow Perch,112,113,2660,479,3364,29802,33166,
1970,Erie,Yellow Perch,53,105,2381,486,3025,19999,23024,
1971,Erie,Yellow Perch,0,106,2189,350,2645,13918,16563,
1972,Erie,Yellow Perch,19,48,1597,255,1919,15593,17512,
1973,Erie,Yellow Perch,11,130,1482,259,1882,18035,19917,
1974,Erie,Yellow Perch,2,173,1744,456,2375,12205,14580,
1975,Erie,Yellow Perch,2,145,1492,274,1913,8213,10126,
1976,Erie,Yellow Perch,1,139,1438,307,1885,4646,6531,ONT: The 8'' minimum size limit was strictly enforced.
1977,Erie,Yellow Perch,3,154,2326,386,2869,8510,11379,
1978,Erie,Yellow Perch,4,123,2109,344,2580,8806,11386,
1979,Erie,Yellow Perch,0,154,2678,314,3146,12051,15197,
1980,Erie,Yellow Perch,0,91,2784,282,3157,12609,15766,
1981,Erie,Yellow Perch,0,115,1995,312,2422,8342,10764,
1982,Erie,Yellow Perch,0,118,245,204,567,9186,9753,
1983,Erie,Yellow Perch,0,60,263,65,388,5642,6030,
1984,Erie,Yellow Perch,0,127,40,68,235,9022,9257,
1985,Erie,Yellow Perch,0,125,81,144,350,9212,9562,
1986,Erie,Yellow Perch,0,7,159,105,271,10733,11004,
1987,Erie,Yellow Perch,0,15,376,198,589,10643,11232,
1988,Erie,Yellow Perch,0,9,802,185,996,12400,13396,
1989,Erie,Yellow Perch,0,20,1695,211,1926,12085,14011,
1990,Erie,Yellow Perch,0,22,1559,185,1766,7385,9151,
1991,Erie,Yellow Perch,0,18,683,157,858,4474,5332,
1992,Erie,Yellow Perch,0,11,372,14,397,4713,5110,
1993,Erie,Yellow Perch,0,8,344,29,381,3855,4236,
1994,Erie,Yellow Perch,0,3,609,58,670,2615,3285,
1995,Erie,Yellow Perch,0,3,440,31,474,2314,2788,
1996,Erie,Yellow Perch,0,3,628,5.34,636.34,2746,3382.34,
1997,Erie,Yellow Perch,0,1,766,7.398,774.398,4067,4841.398,ONT: Data is Processor weight (thousands of pounds)
1998,Erie,Yellow Perch,0,1,580,5.281,586.281,3958,4544.281,
1999,Erie,Yellow Perch,0,1,697,2.905,700.905,3485,4185.905,
2000,Erie,Yellow Perch,,1,953,5.95,959.95,3380,4339.95,Canadian data is processor weight
2001,Erie,Yellow Perch,0,0,1039,2.702,1041.702,3677,4718.702,Canadian data is processor weight
2002,Erie,Yellow Perch,,1408,3,2.03,1413.03,4972,6385.03,Canadian data is landed weight
2003,Erie,Yellow Perch,,1,1496,5.05,1502.05,5062,6564.05,Canadian data is landed weight
2004,Erie,Yellow Perch,,4,1577,7.753,1588.753,5380,6968.753,Canadian data is landed weight
2005,Erie,Yellow Perch,,1563,15,15.228,1593.228,6163,7756.228,Canadian data is landed weight
2006,Erie,Yellow Perch,,9,1051,20.517,1080.517,8116,9196.517,
2007,Erie,Yellow Perch,,10,1951,23.471,1984.471,5765,7749.471,
2008,Erie,Yellow Perch,,11,1516,22.927,1549.927,5011,6560.927,
2009,Erie,Yellow Perch,,13,1451,35.296,1499.296,5888,7387.296,
2010,Erie,Yellow Perch,,12,1284,36.026,1332.026,6606,7938.026,
2011,Erie,Yellow Perch,,15,1554.858,1.542,1571.4,6370,7941.4,
2012,Erie,Yellow Perch,,18,1754.737,15.405,1788.142,6910,8698.142,
2013,Erie,Yellow Perch,,15.814,1530.595,0.79,1547.199,5932.815,7480.014,
2014,Erie,Yellow Perch,,10.356,1546.147,0.506,1557.009,5454.658,7011.667,
2015,Erie,Yellow Perch,,12.565,1271.091,6.854,1290.51,4460.294,5750.804,
2016,Erie,Yellow Perch,,11.465,1141.222,51.148,1203.835,4482.385,5686.22,
2017,Erie,Yellow Perch,,12.366,1487.689,45.741,1545.796,4982.985,6528.781,
2018,Erie,Yellow Perch,,10.657,1407.187,51.093,1468.937,4613.968,6082.905,
2019,Erie,Yellow Perch,,18.75,930.963,34.323,984.036,3443.108,4427.144,
2020,Erie,Yellow Perch,,14.837,556.456,14.961,586.254,2128.686,2714.94,
